Customer_ID,Age,Gender,Annual_Income,Spending_Score,Region,Marital_Status,Num_of_Children,Employment_Status,Credit_Score,Online_Shopping_Frequency,Target
CUST_6544,34,Female,67803,84,East,Divorced,1,Retired,685,1,0
CUST_6545,28,Female,47863,66,North,Single,0,Retired,395,18,0
CUST_6546,67,Male,53659,92,West,Divorced,4,Retired,512,4,0
CUST_6547,19,Male,117306,7,East,Widowed,0,Student,358,1,0
CUST_6548,49,Female,26156,98,South,Widowed,3,Employed,690,19,0
CUST_6549,44,Male,148098,48,North,Widowed,0,Unemployed,536,18,1
CUST_6550,35,Female,83574,12,North,Single,4,Retired,845,7,0
CUST_6551,30,Female,121581,84,North,Divorced,0,Retired,376,13,0
CUST_6552,63,Female,53085,2,North,Married,4,Retired,552,10,0
CUST_6553,58,Female,126997,94,South,Single,2,Unemployed,495,11,0
CUST_6554,22,Female,105087,61,East,Divorced,0,Student,824,19,1
CUST_6555,67,Female,37144,34,North,Single,3,Retired,525,8,0
CUST_6556,66,Male,79698,57,North,Widowed,1,Employed,687,18,0
CUST_6557,34,Male,117457,24,North,Single,3,Student,821,14,1
CUST_6558,42,Female,64899,17,West,Divorced,2,Unemployed,526,11,0
CUST_6559,31,Female,142256,31,South,Divorced,3,Employed,795,6,0
CUST_6560,34,Female,110953,60,East,Widowed,0,Retired,414,18,1
CUST_6561,50,Female,95585,41,West,Widowed,1,Student,719,4,0
CUST_6562,63,Female,63230,69,East,Single,2,Employed,687,5,0
CUST_6563,50,Female,99920,98,North,Divorced,0,Retired,754,17,1
CUST_6564,57,Female,146195,41,East,Single,1,Employed,580,7,0
CUST_6565,36,Male,92315,74,North,Married,1,Retired,724,16,0
CUST_6566,38,Male,113447,35,East,Single,4,Student,738,5,1
CUST_6567,39,Male,149868,69,North,Married,2,Employed,641,4,0
CUST_6568,47,Female,74140,28,North,Divorced,4,Employed,530,11,0
CUST_6569,32,Male,67133,98,West,Single,2,Retired,480,3,0
CUST_6570,48,Male,132693,78,East,Single,4,Unemployed,413,18,0
CUST_6571,40,Female,89503,72,North,Married,1,Student,414,8,0
CUST_6572,26,Male,126416,94,West,Married,2,Unemployed,314,16,0
CUST_6573,47,Female,127282,99,West,Single,2,Unemployed,684,3,0
CUST_6574,18,Female,36754,71,East,Married,3,Unemployed,375,3,0
CUST_6575,57,Female,57791,91,West,Divorced,4,Student,549,9,0
CUST_6576,55,Male,54220,71,West,Single,2,Employed,571,10,0
CUST_6577,48,Female,55243,99,North,Single,4,Retired,796,19,0
CUST_6578,69,Female,147255,9,West,Married,4,Unemployed,653,4,1
CUST_6579,33,Female,122379,95,East,Single,0,Student,320,0,1
CUST_6580,20,Male,64723,24,South,Single,3,Unemployed,466,9,0
CUST_6581,36,Male,76929,75,South,Single,4,Retired,386,18,0
CUST_6582,27,Male,41842,98,South,Widowed,3,Retired,302,5,0
CUST_6583,20,Male,143312,52,North,Married,3,Retired,562,6,0
CUST_6584,19,Female,123592,58,South,Married,4,Employed,713,9,1
CUST_6585,32,Female,62084,70,South,Widowed,2,Unemployed,410,1,0
CUST_6586,39,Male,101323,91,East,Single,2,Student,586,12,0
CUST_6587,40,Male,87156,61,South,Single,4,Employed,598,13,1
CUST_6588,27,Male,111925,24,West,Widowed,3,Employed,658,2,0
CUST_6589,42,Male,104297,80,South,Divorced,4,Student,824,4,1
CUST_6590,54,Male,22475,16,East,Widowed,0,Student,804,15,0
CUST_6591,30,Female,104040,98,West,Single,0,Retired,317,14,1
CUST_6592,66,Male,45981,90,South,Single,1,Student,505,15,0
CUST_6593,57,Male,139813,22,East,Single,4,Student,411,14,0
CUST_6594,69,Female,107511,21,West,Single,0,Unemployed,772,17,0
CUST_6595,44,Female,142731,3,South,Single,4,Employed,306,18,0
CUST_6596,19,Male,105393,92,West,Married,3,Employed,557,6,0
CUST_6597,26,Male,125005,50,West,Married,2,Retired,412,15,1
CUST_6598,20,Female,65695,67,East,Married,4,Retired,619,15,0
CUST_6599,47,Male,65109,9,East,Married,2,Retired,699,11,0
CUST_6600,25,Female,129165,70,East,Widowed,1,Unemployed,791,3,0
CUST_6601,20,Female,101529,7,South,Divorced,3,Student,316,7,1
CUST_6602,35,Female,63858,89,East,Married,0,Employed,515,13,0
CUST_6603,28,Male,21659,8,North,Married,2,Employed,325,19,1
CUST_6604,59,Male,79013,91,West,Widowed,0,Student,797,12,0
CUST_6605,28,Male,63581,60,North,Widowed,3,Retired,351,10,1
CUST_6606,37,Male,86597,28,East,Single,4,Unemployed,333,5,1
CUST_6607,38,Female,144500,97,North,Married,0,Unemployed,535,2,0
CUST_6608,68,Male,143639,69,East,Widowed,1,Student,836,18,0
CUST_6609,43,Female,92980,1,North,Widowed,0,Unemployed,806,3,0
CUST_6610,22,Male,144251,41,North,Divorced,0,Retired,558,0,0
CUST_6611,19,Female,138790,34,East,Single,0,Employed,530,16,1
CUST_6612,27,Male,148989,35,West,Widowed,4,Unemployed,512,2,0
CUST_6613,23,Female,124917,9,East,Single,4,Student,794,15,0
CUST_6614,60,Male,147704,58,North,Single,3,Unemployed,738,18,0
CUST_6615,59,Male,49979,74,North,Single,4,Retired,421,9,1
CUST_6616,66,Female,31949,49,South,Divorced,2,Employed,378,6,0
CUST_6617,46,Male,71151,32,North,Single,1,Unemployed,628,17,0
CUST_6618,57,Female,45693,74,North,Married,1,Retired,811,12,0
CUST_6619,45,Female,43219,7,South,Married,2,Student,809,17,0
CUST_6620,59,Male,126672,40,North,Married,2,Student,320,17,1
CUST_6621,65,Female,73238,56,East,Widowed,4,Student,712,16,0
CUST_6622,35,Male,86361,86,East,Single,2,Retired,615,12,0
CUST_6623,22,Male,119290,46,West,Widowed,1,Student,332,7,0
CUST_6624,27,Female,62157,64,North,Widowed,2,Unemployed,456,8,0
CUST_6625,24,Female,122255,84,South,Married,1,Employed,543,13,0
CUST_6626,64,Female,121923,74,East,Divorced,4,Unemployed,733,0,0
CUST_6627,20,Male,34934,34,West,Divorced,2,Unemployed,807,8,0
CUST_6628,23,Female,60601,57,North,Married,3,Unemployed,472,0,1
CUST_6629,31,Female,107092,8,South,Widowed,2,Unemployed,363,3,0
CUST_6630,19,Female,110705,7,West,Widowed,0,Employed,325,18,0
CUST_6631,47,Female,87276,86,South,Divorced,4,Unemployed,329,2,0
CUST_6632,40,Female,142423,32,West,Widowed,4,Employed,750,9,1
CUST_6633,35,Male,67596,99,West,Married,3,Unemployed,599,19,0
CUST_6634,46,Male,47371,73,South,Married,1,Unemployed,784,16,1
CUST_6635,19,Male,74745,38,North,Widowed,4,Unemployed,694,0,1
CUST_6636,61,Male,104248,68,South,Divorced,1,Retired,396,17,0
CUST_6637,63,Female,72901,29,West,Single,4,Employed,716,19,1
CUST_6638,28,Female,131083,74,North,Divorced,0,Student,658,18,1
CUST_6639,68,Female,127394,25,East,Widowed,0,Retired,419,10,0
CUST_6640,46,Female,67923,83,East,Widowed,1,Retired,821,18,0
CUST_6641,39,Male,135686,53,West,Divorced,0,Student,593,6,0
CUST_6642,26,Male,59777,92,South,Widowed,4,Unemployed,529,8,1
CUST_6643,41,Male,108773,97,West,Widowed,3,Retired,661,14,0
CUST_6644,58,Male,81524,39,South,Married,0,Unemployed,808,6,0
CUST_6645,49,Female,77164,23,West,Single,2,Unemployed,548,4,0
CUST_6646,25,Male,126303,53,East,Divorced,4,Retired,763,13,0
CUST_6647,69,Female,143336,70,North,Widowed,0,Retired,586,5,1
CUST_6648,68,Male,133511,35,South,Divorced,2,Unemployed,302,18,1
CUST_6649,35,Female,82430,35,North,Single,0,Student,603,6,0
CUST_6650,34,Male,45925,12,East,Divorced,0,Employed,343,14,0
CUST_6651,39,Male,105907,93,South,Single,1,Employed,448,14,0
CUST_6652,41,Male,117324,42,North,Divorced,3,Retired,416,12,0
CUST_6653,44,Male,50336,65,East,Married,3,Student,513,9,0
CUST_6654,68,Female,20492,59,West,Single,2,Unemployed,789,11,1
CUST_6655,63,Female,20513,90,East,Divorced,0,Student,365,2,0
CUST_6656,30,Female,35105,45,West,Divorced,4,Unemployed,774,6,1
CUST_6657,21,Female,134094,62,East,Widowed,2,Retired,304,10,0
CUST_6658,64,Male,98747,13,West,Married,2,Student,346,3,0
CUST_6659,48,Male,132879,2,West,Divorced,3,Student,776,1,1
CUST_6660,46,Male,57220,57,South,Divorced,2,Employed,301,13,0
CUST_6661,68,Female,47259,42,East,Divorced,3,Employed,330,14,0
CUST_6662,56,Male,131793,57,West,Single,1,Retired,636,4,0
CUST_6663,25,Male,98433,13,West,Single,0,Unemployed,735,18,1
CUST_6664,22,Male,113436,20,East,Single,1,Employed,426,18,1
CUST_6665,67,Male,96139,25,West,Married,3,Employed,691,16,1
CUST_6666,53,Female,89320,77,South,Single,0,Retired,626,18,0
CUST_6667,25,Male,27811,10,West,Single,0,Student,523,15,0
CUST_6668,54,Male,106861,44,West,Married,0,Retired,380,18,0
CUST_6669,50,Female,43186,51,South,Divorced,4,Student,734,15,0
CUST_6670,20,Male,88252,90,West,Divorced,4,Employed,381,17,1
CUST_6671,38,Male,51300,25,North,Single,4,Retired,469,9,1
CUST_6672,67,Female,146018,65,North,Divorced,1,Student,490,12,0
CUST_6673,44,Male,146579,85,North,Divorced,4,Retired,665,9,1
CUST_6674,56,Female,72409,2,East,Married,3,Employed,640,13,1
CUST_6675,68,Male,62146,49,South,Single,3,Student,368,4,1
CUST_6676,57,Female,88209,83,South,Married,4,Unemployed,351,16,0
CUST_6677,25,Male,82447,86,West,Single,1,Unemployed,761,2,0
CUST_6678,35,Female,104409,2,South,Married,0,Employed,424,14,0
CUST_6679,66,Female,45459,48,East,Widowed,4,Unemployed,625,6,0
CUST_6680,41,Male,56811,59,North,Divorced,1,Student,464,12,1
CUST_6681,44,Female,118703,69,East,Widowed,2,Student,616,8,0
CUST_6682,63,Female,126787,43,South,Widowed,0,Retired,422,18,1
CUST_6683,41,Female,95938,3,South,Divorced,2,Retired,807,10,0
CUST_6684,66,Female,147712,54,North,Widowed,1,Unemployed,520,10,0
CUST_6685,20,Male,78451,88,West,Widowed,1,Employed,353,10,0
CUST_6686,66,Female,143935,15,East,Single,2,Retired,680,13,0
CUST_6687,46,Female,135531,41,East,Single,1,Student,349,7,0
CUST_6688,60,Female,93722,81,East,Widowed,2,Employed,550,5,1
CUST_6689,44,Female,89701,96,North,Widowed,4,Retired,543,11,0
CUST_6690,69,Female,128309,93,East,Divorced,3,Student,430,18,0
CUST_6691,37,Male,30566,64,South,Widowed,0,Retired,663,13,0
CUST_6692,59,Male,119291,28,West,Single,4,Employed,804,15,1
CUST_6693,46,Male,122769,45,East,Single,2,Student,767,13,0
CUST_6694,41,Male,92131,42,West,Divorced,4,Retired,448,2,0
CUST_6695,51,Male,59800,21,South,Single,2,Unemployed,449,10,0
CUST_6696,28,Female,35257,68,West,Divorced,3,Retired,530,7,0
CUST_6697,45,Female,69707,18,West,Divorced,0,Retired,332,9,0
CUST_6698,60,Male,37815,64,East,Married,3,Retired,432,1,1
CUST_6699,21,Male,106507,98,South,Married,1,Unemployed,835,6,0
CUST_6700,31,Male,131106,19,South,Divorced,0,Retired,399,7,0
CUST_6701,48,Male,146441,53,West,Widowed,4,Student,717,2,0
CUST_6702,32,Male,86705,33,North,Widowed,0,Retired,601,19,0
CUST_6703,52,Male,133150,10,South,Divorced,1,Unemployed,419,15,0
CUST_6704,26,Male,74029,15,South,Divorced,2,Student,704,5,0
CUST_6705,60,Female,130161,44,East,Divorced,2,Unemployed,629,1,1
CUST_6706,47,Male,133480,3,North,Divorced,3,Employed,441,16,0
CUST_6707,41,Female,56119,54,West,Single,4,Retired,385,1,1
CUST_6708,23,Female,20103,42,East,Single,4,Unemployed,400,16,1
CUST_6709,28,Male,98958,5,South,Married,3,Retired,764,14,0
CUST_6710,54,Female,76615,56,East,Married,2,Unemployed,634,12,0
CUST_6711,34,Female,34072,75,North,Single,1,Student,340,9,1
CUST_6712,60,Male,131333,86,West,Married,4,Student,821,8,0
CUST_6713,51,Female,131927,91,South,Divorced,0,Retired,505,10,1
CUST_6714,30,Male,86542,42,North,Divorced,2,Student,844,1,1
CUST_6715,38,Female,22279,5,North,Married,1,Employed,598,15,1
CUST_6716,54,Male,137425,37,North,Widowed,4,Retired,627,12,0
CUST_6717,62,Female,105342,9,East,Single,3,Employed,500,10,1
CUST_6718,19,Female,83957,68,West,Married,3,Retired,462,13,0
CUST_6719,19,Female,106823,25,West,Single,4,Unemployed,519,13,0
CUST_6720,40,Male,77978,48,West,Single,1,Unemployed,328,6,0
CUST_6721,20,Female,98779,86,South,Single,1,Retired,715,17,0
CUST_6722,28,Female,24420,1,South,Divorced,0,Student,787,4,0
CUST_6723,25,Male,132724,82,South,Single,0,Student,525,16,1
CUST_6724,40,Male,128507,48,West,Widowed,4,Unemployed,730,14,0
CUST_6725,42,Female,70659,10,West,Single,3,Unemployed,447,0,1
CUST_6726,56,Female,28776,7,South,Widowed,2,Student,304,7,0
CUST_6727,56,Male,73358,13,East,Divorced,4,Unemployed,444,2,0
CUST_6728,22,Female,146202,89,North,Widowed,1,Student,756,14,0
CUST_6729,24,Female,116647,3,North,Single,2,Unemployed,603,19,0
CUST_6730,51,Male,30401,20,East,Married,2,Retired,747,2,1
CUST_6731,68,Female,68836,10,South,Divorced,0,Student,372,0,0
CUST_6732,21,Female,60015,92,South,Married,4,Employed,660,8,1
CUST_6733,48,Female,31608,9,West,Married,2,Employed,319,12,0
CUST_6734,56,Female,110650,23,East,Widowed,3,Unemployed,515,14,1
CUST_6735,57,Male,105655,49,North,Married,4,Unemployed,792,15,1
CUST_6736,43,Female,73830,95,East,Single,4,Unemployed,820,6,0
CUST_6737,51,Female,87934,52,East,Widowed,0,Employed,330,4,0
CUST_6738,62,Male,110738,8,North,Divorced,1,Retired,672,9,0
CUST_6739,63,Male,148003,59,North,Divorced,3,Retired,611,19,0
CUST_6740,69,Male,61347,74,East,Married,2,Employed,398,13,0
CUST_6741,44,Female,57354,47,South,Divorced,4,Unemployed,833,12,1
CUST_6742,45,Female,77273,12,North,Married,1,Unemployed,301,19,1
CUST_6743,61,Male,67002,18,South,Single,1,Student,300,8,0
CUST_6744,24,Female,120862,77,South,Married,2,Retired,771,12,1
CUST_6745,58,Male,114439,98,North,Widowed,0,Unemployed,668,17,0
CUST_6746,29,Female,100846,75,North,Single,4,Employed,492,16,1
CUST_6747,52,Female,53380,38,East,Single,2,Retired,785,4,1
CUST_6748,69,Male,50330,85,East,Married,4,Student,501,1,0
CUST_6749,22,Male,74974,30,West,Widowed,3,Unemployed,325,17,0
CUST_6750,29,Male,82688,72,South,Married,2,Employed,465,8,0
CUST_6751,53,Male,148276,80,South,Married,0,Retired,595,14,0
CUST_6752,47,Female,136304,51,South,Widowed,2,Unemployed,644,5,0
CUST_6753,47,Female,115771,94,East,Divorced,0,Student,579,16,0
CUST_6754,22,Female,118848,76,East,Widowed,0,Student,634,4,0
CUST_6755,32,Female,47258,98,West,Divorced,2,Employed,525,19,1
CUST_6756,39,Male,142318,37,West,Married,4,Employed,461,15,0
CUST_6757,20,Male,148003,69,West,Married,2,Retired,592,13,0
CUST_6758,30,Female,61709,77,East,Single,1,Employed,446,0,1
CUST_6759,57,Female,101140,69,South,Married,3,Student,835,6,0
CUST_6760,20,Male,80324,69,East,Married,0,Employed,659,16,0
CUST_6761,43,Female,141172,50,West,Divorced,2,Retired,545,13,1
CUST_6762,66,Male,22675,90,South,Widowed,1,Employed,848,12,0
CUST_6763,66,Female,91624,9,South,Divorced,4,Student,694,0,1
CUST_6764,69,Male,88541,31,South,Married,3,Student,626,11,1
CUST_6765,48,Female,121645,7,North,Divorced,1,Student,313,6,0
CUST_6766,48,Female,75786,71,South,Divorced,1,Employed,546,3,0
CUST_6767,60,Female,24732,50,West,Single,3,Student,626,4,0
CUST_6768,67,Male,27953,29,East,Single,3,Unemployed,674,3,0
CUST_6769,38,Male,148949,25,East,Widowed,4,Employed,800,2,0
CUST_6770,23,Female,143384,10,East,Single,4,Employed,555,17,0
CUST_6771,35,Male,84653,66,West,Divorced,3,Employed,520,2,0
CUST_6772,26,Female,136772,87,South,Widowed,3,Retired,615,4,1
CUST_6773,64,Male,50739,78,West,Single,0,Unemployed,613,8,0
CUST_6774,50,Male,134162,53,West,Single,0,Unemployed,331,13,1
CUST_6775,31,Female,90965,52,South,Divorced,1,Employed,727,5,0
CUST_6776,54,Male,31921,43,South,Widowed,2,Unemployed,574,3,0
CUST_6777,25,Female,116901,61,West,Widowed,1,Student,694,18,0
CUST_6778,62,Female,56773,1,West,Married,1,Student,430,18,0
CUST_6779,50,Male,144198,35,West,Married,1,Employed,416,1,0
CUST_6780,58,Female,89856,15,North,Single,4,Student,627,18,0
CUST_6781,51,Male,122887,84,North,Divorced,0,Employed,459,2,0
CUST_6782,21,Female,57653,31,West,Divorced,3,Student,604,9,1
CUST_6783,30,Male,34135,34,East,Divorced,4,Employed,659,12,0
CUST_6784,67,Male,127173,92,West,Single,4,Employed,739,7,1
CUST_6785,47,Female,78443,34,East,Widowed,3,Retired,492,6,0
CUST_6786,53,Female,145654,63,North,Widowed,4,Employed,638,2,1
CUST_6787,65,Male,123284,97,South,Widowed,2,Retired,558,13,0
CUST_6788,27,Male,111754,51,East,Married,1,Student,493,5,0
CUST_6789,35,Female,47252,90,North,Widowed,3,Retired,749,15,0
CUST_6790,30,Female,76370,82,North,Single,0,Employed,449,5,0
CUST_6791,44,Female,82865,87,East,Married,0,Employed,708,3,0
CUST_6792,64,Male,91595,82,North,Widowed,0,Retired,503,11,1
CUST_6793,28,Female,50780,27,West,Divorced,3,Unemployed,443,17,0
CUST_6794,18,Male,40692,36,East,Widowed,4,Employed,405,19,1
CUST_6795,42,Male,54805,30,East,Married,3,Student,593,11,0
CUST_6796,22,Female,77138,8,West,Married,4,Unemployed,664,2,1
CUST_6797,55,Male,99957,15,North,Single,0,Unemployed,462,16,1
CUST_6798,67,Female,148355,50,East,Widowed,1,Student,644,14,0
CUST_6799,46,Male,125507,45,West,Divorced,1,Retired,843,4,1
CUST_6800,49,Male,104857,87,South,Single,0,Unemployed,421,10,0
CUST_6801,48,Female,56919,6,East,Single,1,Student,696,17,1
CUST_6802,31,Male,33372,91,North,Divorced,4,Retired,648,14,0
CUST_6803,22,Male,114986,97,South,Divorced,2,Employed,479,2,0
CUST_6804,41,Female,77702,36,West,Married,1,Unemployed,638,18,0
CUST_6805,28,Female,47330,60,North,Single,1,Unemployed,398,7,1
CUST_6806,43,Female,86459,62,South,Widowed,4,Retired,836,11,0
CUST_6807,38,Female,95670,19,East,Widowed,0,Retired,378,10,0
CUST_6808,40,Male,43107,77,West,Married,4,Unemployed,669,17,0
CUST_6809,28,Female,109686,62,North,Widowed,1,Employed,669,1,1
CUST_6810,27,Female,26545,71,South,Married,0,Unemployed,390,0,1
CUST_6811,66,Male,98553,76,South,Divorced,4,Student,848,18,0
CUST_6812,38,Male,20970,15,East,Divorced,0,Student,725,16,0
CUST_6813,37,Female,110398,61,North,Widowed,2,Employed,375,5,0
CUST_6814,34,Female,144309,15,East,Widowed,2,Unemployed,580,16,0
CUST_6815,50,Male,102850,68,South,Single,3,Retired,468,19,1
CUST_6816,19,Male,61022,33,West,Single,3,Student,687,10,0
CUST_6817,30,Female,148724,68,South,Married,2,Unemployed,846,13,0
CUST_6818,21,Male,87761,74,South,Married,4,Employed,846,14,1
CUST_6819,36,Female,20316,1,West,Married,1,Employed,815,17,1
CUST_6820,29,Male,98916,59,West,Single,1,Retired,644,2,0
CUST_6821,35,Female,106706,11,South,Single,3,Employed,569,3,1
CUST_6822,36,Female,20377,13,West,Single,3,Employed,498,3,0
CUST_6823,35,Female,45410,62,East,Single,0,Retired,791,18,0
CUST_6824,33,Female,114623,99,North,Divorced,1,Student,840,19,0
CUST_6825,53,Female,123315,54,North,Divorced,3,Employed,680,10,0
CUST_6826,34,Male,41643,56,East,Single,0,Retired,615,2,0
CUST_6827,26,Male,148811,2,West,Widowed,3,Student,457,13,0
CUST_6828,61,Female,25156,96,West,Divorced,2,Unemployed,572,0,1
CUST_6829,30,Male,140984,82,West,Single,4,Student,822,14,0
CUST_6830,43,Female,53961,82,South,Single,4,Student,336,9,1
CUST_6831,65,Female,67432,32,North,Divorced,3,Unemployed,683,11,0
CUST_6832,40,Female,106033,20,North,Married,3,Employed,453,11,0
CUST_6833,30,Male,29357,89,North,Divorced,1,Student,405,17,0
CUST_6834,42,Female,86201,55,West,Widowed,0,Employed,414,8,1
CUST_6835,67,Female,97579,31,South,Married,3,Student,554,15,0
CUST_6836,32,Male,113357,63,South,Married,4,Employed,523,14,0
CUST_6837,57,Female,68527,67,North,Single,4,Retired,394,1,1
CUST_6838,34,Female,59900,35,South,Widowed,1,Unemployed,823,17,1
CUST_6839,37,Female,80447,89,West,Divorced,2,Student,334,2,0
CUST_6840,50,Female,144342,79,South,Married,3,Student,547,18,0
CUST_6841,25,Male,98058,17,North,Widowed,1,Retired,591,5,0
CUST_6842,33,Female,61229,18,West,Divorced,2,Employed,704,7,0
CUST_6843,51,Male,119619,32,West,Divorced,0,Student,582,19,1
CUST_6844,29,Male,40137,1,West,Single,4,Employed,304,3,0
CUST_6845,50,Female,34857,50,South,Married,2,Student,578,9,0
CUST_6846,55,Male,56713,62,East,Single,4,Retired,715,9,0
CUST_6847,39,Female,72339,95,South,Widowed,0,Retired,543,0,0
CUST_6848,41,Male,145948,5,North,Married,1,Unemployed,442,11,1
CUST_6849,59,Male,102652,73,West,Divorced,4,Retired,346,3,1
CUST_6850,69,Male,71385,43,East,Married,0,Employed,504,2,1
CUST_6851,47,Female,36922,92,East,Married,2,Student,697,5,0
CUST_6852,38,Female,22620,45,West,Widowed,0,Retired,582,7,0
CUST_6853,65,Female,56099,90,East,Divorced,1,Unemployed,818,11,0
CUST_6854,28,Male,124231,7,West,Single,3,Employed,322,3,0
CUST_6855,35,Female,86390,60,West,Widowed,4,Unemployed,562,9,0
CUST_6856,58,Male,130536,39,South,Widowed,3,Unemployed,534,16,0
CUST_6857,40,Male,44081,27,South,Divorced,2,Retired,774,4,0
CUST_6858,33,Female,119656,9,West,Widowed,1,Student,776,18,0
CUST_6859,51,Male,40393,81,North,Widowed,3,Student,516,9,0
CUST_6860,23,Female,138942,38,South,Married,1,Employed,597,18,0
CUST_6861,60,Male,60045,58,South,Single,3,Student,794,18,0
CUST_6862,32,Female,64035,43,West,Divorced,2,Retired,339,16,1
CUST_6863,34,Male,50502,92,North,Divorced,3,Employed,637,17,1
CUST_6864,26,Male,101059,11,East,Married,2,Student,804,3,0
CUST_6865,26,Female,111740,15,North,Married,3,Unemployed,459,5,0
CUST_6866,40,Male,57444,93,South,Divorced,3,Employed,402,13,0
CUST_6867,44,Male,72670,43,North,Married,1,Retired,504,13,0
CUST_6868,23,Male,60673,62,South,Married,2,Student,527,4,1
CUST_6869,63,Female,148885,69,North,Divorced,4,Employed,773,0,0
CUST_6870,47,Male,80161,88,South,Single,0,Student,624,11,1
CUST_6871,64,Female,45638,79,South,Divorced,0,Retired,588,2,0
CUST_6872,68,Male,85049,95,South,Divorced,2,Employed,732,17,0
CUST_6873,69,Female,93179,27,North,Married,2,Retired,762,14,0
CUST_6874,63,Female,35214,19,East,Widowed,1,Retired,486,0,1
CUST_6875,46,Female,126250,39,South,Widowed,1,Retired,778,13,0
CUST_6876,25,Female,96729,74,East,Single,1,Unemployed,422,5,0
CUST_6877,60,Male,135943,29,West,Single,0,Retired,693,19,0
CUST_6878,52,Female,67234,10,South,Single,1,Unemployed,504,1,1
CUST_6879,64,Male,111247,56,East,Married,0,Student,721,13,0
CUST_6880,61,Male,116971,68,South,Widowed,2,Retired,823,6,0
CUST_6881,47,Female,117242,74,East,Widowed,0,Retired,453,9,0
CUST_6882,50,Female,24221,50,North,Divorced,1,Student,567,11,1
CUST_6883,24,Male,132898,57,East,Single,0,Student,625,19,1
CUST_6884,56,Female,143425,76,North,Widowed,3,Unemployed,464,8,0
CUST_6885,51,Male,133555,9,East,Widowed,1,Retired,508,0,0
CUST_6886,48,Male,117589,44,East,Widowed,3,Unemployed,729,4,1
CUST_6887,26,Female,123123,83,North,Single,3,Unemployed,479,13,0
CUST_6888,61,Male,112211,59,East,Married,1,Retired,541,10,1
CUST_6889,62,Female,107337,79,East,Widowed,3,Student,669,7,1
CUST_6890,67,Male,95764,6,North,Divorced,0,Employed,802,19,0
CUST_6891,64,Female,45278,57,West,Married,0,Unemployed,653,1,0
CUST_6892,28,Female,131670,36,North,Single,0,Student,528,10,1
CUST_6893,34,Male,122404,82,South,Single,0,Employed,622,2,0
CUST_6894,32,Male,146475,37,North,Married,2,Employed,816,19,0
CUST_6895,31,Female,87673,20,West,Widowed,1,Student,433,14,0
CUST_6896,60,Male,33958,88,South,Widowed,2,Employed,710,5,0
CUST_6897,61,Male,55280,79,West,Widowed,1,Student,515,19,0
CUST_6898,39,Male,122752,25,East,Divorced,0,Retired,806,6,0
CUST_6899,27,Male,78824,73,South,Widowed,2,Employed,599,11,1
CUST_6900,42,Male,97131,1,South,Widowed,0,Unemployed,657,14,0
CUST_6901,40,Female,138258,22,East,Divorced,0,Employed,800,7,1
CUST_6902,21,Male,72860,82,North,Divorced,2,Unemployed,807,17,0
CUST_6903,18,Male,29849,22,West,Single,4,Retired,722,0,0
CUST_6904,47,Female,130637,4,North,Divorced,0,Unemployed,521,14,0
CUST_6905,63,Female,113000,97,North,Single,4,Employed,573,2,0
CUST_6906,61,Female,47296,4,East,Widowed,4,Unemployed,421,10,0
CUST_6907,31,Male,79586,59,East,Divorced,2,Employed,445,9,0
CUST_6908,46,Male,97223,84,West,Widowed,3,Unemployed,514,3,0
CUST_6909,37,Female,78147,17,South,Married,3,Student,640,5,1
CUST_6910,57,Male,142169,9,West,Widowed,4,Student,570,5,1
CUST_6911,19,Male,36763,64,West,Divorced,4,Retired,373,12,1
CUST_6912,41,Male,66074,93,East,Widowed,1,Unemployed,546,18,0
CUST_6913,60,Female,111163,22,North,Widowed,3,Unemployed,427,2,1
CUST_6914,68,Male,81010,80,South,Married,2,Employed,783,12,0
CUST_6915,18,Female,24651,42,North,Widowed,0,Unemployed,817,0,1
CUST_6916,23,Female,102728,89,East,Widowed,0,Unemployed,661,3,1
CUST_6917,19,Male,34197,78,East,Single,3,Student,818,16,0
CUST_6918,26,Male,86573,71,North,Widowed,1,Unemployed,586,8,0
CUST_6919,29,Male,30127,56,West,Widowed,2,Retired,612,2,0
CUST_6920,42,Male,122048,77,North,Widowed,2,Unemployed,697,19,0
CUST_6921,57,Female,144105,24,West,Married,0,Employed,741,9,0
CUST_6922,40,Female,48475,36,South,Widowed,3,Unemployed,810,2,0
CUST_6923,41,Female,73767,47,South,Married,3,Employed,512,0,0
CUST_6924,68,Male,49978,99,North,Widowed,1,Student,605,2,0
CUST_6925,21,Male,40117,6,West,Widowed,0,Unemployed,689,18,1
CUST_6926,64,Female,61766,80,East,Divorced,2,Retired,616,9,0
CUST_6927,69,Female,131917,26,South,Single,0,Unemployed,677,2,1
CUST_6928,64,Female,42729,32,South,Married,1,Unemployed,741,3,0
CUST_6929,43,Female,68985,4,North,Widowed,0,Retired,752,15,0
CUST_6930,45,Female,115274,88,East,Widowed,4,Student,497,3,1
CUST_6931,48,Female,55506,50,South,Married,0,Unemployed,664,13,1
CUST_6932,59,Female,58087,28,South,Married,2,Employed,413,16,0
CUST_6933,25,Male,55939,85,West,Widowed,0,Unemployed,706,6,1
CUST_6934,50,Female,60904,67,East,Widowed,0,Unemployed,399,10,0
CUST_6935,25,Female,46695,1,East,Married,0,Student,490,7,0
CUST_6936,60,Female,105739,25,North,Divorced,4,Student,498,9,0
CUST_6937,69,Female,145307,47,South,Married,3,Employed,392,10,1
